tropical fruit,canned beer,whole milk,specialty vegetables,long life bakery product,,,,,,,,,,,,,,,,,,,,,
tropical fruit,citrus fruit,frankfurter,hamburger meat,spices,butter milk,UHT-milk,whole milk,seasonal products,,,,,,,,,,,,,,,,,
frankfurter,brown bread,UHT-milk,fruit/vegetable juice,other vegetables,domestic eggs,pastry,butter,rolls/buns,bottled water,,,,,,,,,,,,,,,,
brandy,tropical fruit,sausage,whole milk,grapes,ice cream,other vegetables,bottled water,sweet spreads,brown bread,coffee,,,,,,,,,,,,,,,
root vegetables,beverages,cat food,,,,,,,,,,,,,,,,,,,,,,,
beef,soda,pip fruit,candy,domestic eggs,,,,,,,,,,,,,,,,,,,,,
napkins,frankfurter,chicken,meat,bottled beer,soda,root vegetables,sparkling wine,bottled water,frozen vegetables,other vegetables,pastry,misc. beverages,whole milk,butter,liquor,salt,detergent,,,,,,,,
other vegetables,tropical fruit,seasonal products,whole milk,citrus fruit,brown bread,pickled vegetables,pastry,dog food,,,,,,,,,,,,,,,,,
yogurt,root vegetables,pastry,newspapers,dishes,,,,,,,,,,,,,,,,,,,,,
canned beer,grapes,whole milk,soda,bottled beer,hard cheese,UHT-milk,curd,cream cheese ,other vegetables,pasta,brown bread,pastry,margarine,,,,,,,,,,,,
pet care,ice cream,citrus fruit,brown bread,photo/film,pastry,candy,onions,dish cleaner,vinegar,canned beer,,,,,,,,,,,,,,,
newspapers,sausage,pip fruit,tropical fruit,salty snack,root vegetables,pasta,rum,rolls/buns,beverages,bottled water,margarine,canned fish,brown bread,,,,,,,,,,,,
frozen potato products,whole milk,napkins,tropical fruit,whipped/sour cream,pastry,rolls/buns,other vegetables,canned vegetables,oil,waffles,candy,bottled beer,specialty bar,,,,,,,,,,,,
other vegetables,whole milk,shopping bags,bottled water,coffee,,,,,,,,,,,,,,,,,,,,,
beverages,pip fruit,frozen meals,other vegetables,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,
sausage,soda,,,,,,,,,,,,,,,,,,,,,,,,
chicken,rolls/buns,white wine,yogurt,newspapers,processed cheese,shopping bags,domestic eggs,dog food,,,,,,,,,,,,,,,,,
pastry,tropical fruit,misc. beverages,rolls/buns,fruit/vegetable juice,flour,canned beer,,,,,,,,,,,,,,,,,,,
dessert,dishes,frankfurter,ice cream,chocolate,condensed milk,other vegetables,tropical fruit,citrus fruit,specialty cheese,coffee,butter,yogurt,whole milk,,,,,,,,,,,,
UHT-milk,root vegetables,sausage,citrus fruit,frozen vegetables,domestic eggs,onions,canned beer,chocolate,,,,,,,,,,,,,,,,,
rolls/buns,fruit/vegetable juice,soda,root vegetables,butter,other vegetables,beef,vinegar,pet care,yogurt,,,,,,,,,,,,,,,,
frozen meals,dessert,,,,,,,,,,,,,,,,,,,,,,,,
berries,yogurt,pastry,whole milk,candy,cream cheese ,domestic eggs,bottled water,,,,,,,,,,,,,,,,,,
bottled water,curd,tropical fruit,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,
bottled water,frankfurter,whole milk,cream cheese ,pastry,other vegetables,yogurt,baking powder,fruit/vegetable juice,,,,,,,,,,,,,,,,,
frankfurter,coffee,bottled beer,whole milk,rolls/buns,other vegetables,pip fruit,bottled water,butter,margarine,sugar,brown bread,canned beer,salty snack,newspapers,soda,,,,,,,,,,
tropical fruit,beverages,yogurt,whipped/sour cream,mayonnaise,,,,,,,,,,,,,,,,,,,,,
sausage,yogurt,male cosmetics,oil,bottled beer,tropical fruit,sugar,salt,whipped/sour cream,bottled water,,,,,,,,,,,,,,,,
coffee,frankfurter,whole milk,tropical fruit,domestic eggs,frozen meals,newspapers,soda,,,,,,,,,,,,,,,,,,
cream cheese ,other vegetables,tropical fruit,candles,bottled beer,red/blush wine,shopping bags,domestic eggs,,,,,,,,,,,,,,,,,,
whole milk,soda,popcorn,sliced cheese,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,bottled water,sausage,yogurt,pork,whole milk,margarine,hard cheese,,,,,,,,,,,,,,,,,,
whole milk,frankfurter,dessert,soups,bottled water,,,,,,,,,,,,,,,,,,,,,
berries,hamburger meat,canned beer,rolls/buns,soda,whipped/sour cream,cling film/bags,,,,,,,,,,,,,,,,,,,
canned beer,fruit/vegetable juice,yogurt,other vegetables,,,,,,,,,,,,,,,,,,,,,,
pasta,frankfurter,frozen meals,brown bread,beef,long life bakery product,citrus fruit,pastry,bottled water,whipped/sour cream,specialty cheese,frozen vegetables,salt,,,,,,,,,,,,,
fish,pot plants,butter milk,coffee,frozen vegetables,,,,,,,,,,,,,,,,,,,,,
herbs,other vegetables,meat,onions,packaged fruit/vegetables,soda,whipped/sour cream,cat food,,,,,,,,,,,,,,,,,,
beef,pork,yogurt,bottled beer,root vegetables,whole milk,pip fruit,red/blush wine,butter,soda,potato products,napkins,,,,,,,,,,,,,,
soda,chocolate,flower (seeds),bottled water,,,,,,,,,,,,,,,,,,,,,,
frozen dessert,hamburger meat,rolls/buns,berries,tropical fruit,pet care,domestic eggs,soda,pastry,oil,,,,,,,,,,,,,,,,
cream cheese ,long life bakery product,pastry,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,yogurt,frozen meals,chewing gum,soda,oil,,,,,,,,,,,,,,,,,,,,
other vegetables,brandy,,,,,,,,,,,,,,,,,,,,,,,,
pork,citrus fruit,whole milk,pastry,pip fruit,pickled vegetables,bottled beer,fruit/vegetable juice,margarine,ice cream,specialty cheese,,,,,,,,,,,,,,,
whole milk,ham,chicken,sausage,rolls/buns,chocolate marshmallow,citrus fruit,brown bread,soda,frozen meals,,,,,,,,,,,,,,,,
bottled beer,whole milk,other vegetables,sausage,tropical fruit,berries,pip fruit,candy,pork,yogurt,condensed milk,coffee,fruit/vegetable juice,oil,bottled water,,,,,,,,,,,
beef,sausage,citrus fruit,sparkling wine,yogurt,grapes,other vegetables,soda,bottled water,rolls/buns,,,,,,,,,,,,,,,,
root vegetables,sugar,whole milk,chicken,rolls/buns,candy,waffles,pastry,whipped/sour cream,chocolate,newspapers,,,,,,,,,,,,,,,
pork,soda,sausage,other vegetables,tropical fruit,brown bread,whole milk,processed cheese,curd,cat food,fruit/vegetable juice,bottled water,shopping bags,,,,,,,,,,,,,
beef,pastry,soda,liquor (appetizer),whole milk,bottled water,frozen vegetables,,,,,,,,,,,,,,,,,,,
beef,whole milk,instant coffee,cream cheese ,butter,newspapers,hard cheese,salty snack,,,,,,,,,,,,,,,,,,
bottled beer,whole milk,,,,,,,,,,,,,,,,,,,,,,,,
canned vegetables,UHT-milk,napkins,hard cheese,,,,,,,,,,,,,,,,,,,,,,
pip fruit,curd,chocolate,soda,white wine,root vegetables,whole milk,rolls/buns,yogurt,long life bakery product,shopping bags,brown bread,bottled water,seasonal products,canned beer,whisky,white bread,,,,,,,,,
frankfurter,citrus fruit,other vegetables,margarine,yogurt,frozen vegetables,butter milk,soda,chewing gum,instant coffee,,,,,,,,,,,,,,,,
onions,sausage,root vegetables,other vegetables,whole milk,bottled beer,,,,,,,,,,,,,,,,,,,,
citrus fruit,yogurt,rolls/buns,whole milk,potato products,sugar,butter,,,,,,,,,,,,,,,,,,,
pip fruit,yogurt,liver loaf,root vegetables,pork,rolls/buns,bottled water,tropical fruit,mayonnaise,UHT-milk,curd,specialty bar,hard cheese,seasonal products,frozen vegetables,waffles,chocolate,Instant food products,,,,,,,,
canned beer,soda,yogurt,tropical fruit,onions,frozen vegetables,pet care,,,,,,,,,,,,,,,,,,,
onions,pork,beef,yogurt,other vegetables,sweet spreads,pasta,specialty bar,curd,,,,,,,,,,,,,,,,,
onions,whole milk,soda,coffee,chewing gum,,,,,,,,,,,,,,,,,,,,,
berries,sausage,whole milk,newspapers,bottled water,organic products,,,,,,,,,,,,,,,,,,,,
brown bread,canned vegetables,tropical fruit,waffles,popcorn,soda,chocolate,salty snack,,,,,,,,,,,,,,,,,,
newspapers,soda,citrus fruit,tropical fruit,hard cheese,canned beer,whole milk,domestic eggs,cream cheese ,,,,,,,,,,,,,,,,,
softener,other vegetables,whole milk,hamburger meat,salty snack,butter milk,bathroom cleaner,sugar,long life bakery product,,,,,,,,,,,,,,,,,
napkins,rolls/buns,beef,tropical fruit,berries,pork,margarine,other vegetables,shopping bags,pip fruit,soda,,,,,,,,,,,,,,,
butter,chicken,whole milk,other vegetables,whipped/sour cream,fruit/vegetable juice,whisky,bottled water,flour,soda,waffles,,,,,,,,,,,,,,,
domestic eggs,chewing gum,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,
cream cheese ,soda,hygiene articles,whole milk,yogurt,pastry,onions,bottled beer,chocolate,,,,,,,,,,,,,,,,,
salty snack,frozen vegetables,pip fruit,condensed milk,salad dressing,soda,candles,whole milk,,,,,,,,,,,,,,,,,,
newspapers,sausage,rolls/buns,soda,whole milk,pip fruit,domestic eggs,chocolate,bottled water,,,,,,,,,,,,,,,,,
fish,meat,beverages,beef,grapes,newspapers,candy,canned beer,chocolate marshmallow,dishes,,,,,,,,,,,,,,,,
rolls/buns,ham,pot plants,whole milk,sliced cheese,newspapers,fruit/vegetable juice,brown bread,pickled vegetables,misc. beverages,,,,,,,,,,,,,,,,
rolls/buns,ham,tropical fruit,female sanitary products,white bread,pot plants,shopping bags,sugar,,,,,,,,,,,,,,,,,,
bottled beer,shopping bags,beverages,butter,whole milk,dishes,margarine,butter milk,specialty chocolate,white bread,rolls/buns,,,,,,,,,,,,,,,
root vegetables,soda,margarine,shopping bags,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,cat food,whipped/sour cream,whole milk,pot plants,curd,cream cheese ,dog food,soft cheese,,,,,,,,,,,,,,,,,
rolls/buns,misc. beverages,brown bread,tropical fruit,whole milk,pork,pip fruit,UHT-milk,bottled water,semi-finished bread,other vegetables,pasta,spices,bottled beer,sugar,curd cheese,cream cheese ,ice cream,coffee,fruit/vegetable juice,curd,butter milk,,,,
soda,citrus fruit,chicken,bottled beer,root vegetables,pastry,yogurt,coffee,other vegetables,oil,,,,,,,,,,,,,,,,
sausage,sauces,rolls/buns,root vegetables,tropical fruit,bottled water,other vegetables,soda,whipped/sour cream,red/blush wine,brown bread,waffles,canned fish,cream cheese ,,,,,,,,,,,,
citrus fruit,pork,tropical fruit,whole milk,soda,specialty chocolate,mayonnaise,newspapers,liquor,,,,,,,,,,,,,,,,,
bottled beer,grapes,rolls/buns,domestic eggs,fruit/vegetable juice,waffles,butter,,,,,,,,,,,,,,,,,,,
citrus fruit,meat,detergent,tropical fruit,whole milk,rum,salty snack,pickled vegetables,long life bakery product,bottled beer,,,,,,,,,,,,,,,,
canned beer,bottled beer,fish,citrus fruit,ham,frozen potato products,root vegetables,fruit/vegetable juice,sugar,sauces,,,,,,,,,,,,,,,,
sausage,citrus fruit,frankfurter,rolls/buns,whole milk,beef,hamburger meat,meat,curd,butter,roll products ,soft cheese,ice cream,long life bakery product,pip fruit,margarine,bottled beer,,,,,,,,,
citrus fruit,berries,sugar,yogurt,specialty chocolate,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,long life bakery product,pastry,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,brown bread,other vegetables,cereals,bottled water,frozen vegetables,domestic eggs,,,,,,,,,,,,,,,,,,,
other vegetables,turkey,rolls/buns,chicken,sliced cheese,whipped/sour cream,soft cheese,shopping bags,butter,pastry,male cosmetics,frozen fish,soda,,,,,,,,,,,,,
whole milk,frozen meals,pastry,frankfurter,rolls/buns,pip fruit,brown bread,onions,long life bakery product,whipped/sour cream,hard cheese,butter,bottled water,,,,,,,,,,,,,
yogurt,female sanitary products,salty snack,domestic eggs,soups,coffee,,,,,,,,,,,,,,,,,,,,
sausage,frankfurter,beef,chicken,female sanitary products,salt,male cosmetics,root vegetables,salty snack,,,,,,,,,,,,,,,,,
dessert,coffee,whole milk,cream cheese ,,,,,,,,,,,,,,,,,,,,,,
other vegetables,waffles,butter,,,,,,,,,,,,,,,,,,,,,,,
male cosmetics,frankfurter,bottled water,roll products ,UHT-milk,soda,pastry,,,,,,,,,,,,,,,,,,,
frankfurter,other vegetables,whipped/sour cream,domestic eggs,vinegar,yogurt,frozen dessert,,,,,,,,,,,,,,,,,,,
popcorn,ham,frankfurter,soda,oil,pork,onions,margarine,beverages,other vegetables,misc. beverages,rolls/buns,bottled beer,curd,beef,shopping bags,butter,yogurt,whole milk,,,,,,,
ham,chicken,other vegetables,rolls/buns,citrus fruit,canned beer,cream cheese ,flour,napkins,,,,,,,,,,,,,,,,,
soda,other vegetables,sausage,citrus fruit,whole milk,frankfurter,tropical fruit,bottled water,whipped/sour cream,zwieback,canned beer,domestic eggs,brown bread,sugar,,,,,,,,,,,,
whole milk,beverages,specialty bar,sugar,newspapers,domestic eggs,,,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,rolls/buns,hamburger meat,pip fruit,whole milk,salty snack,bottled beer,dishes,dessert,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,bottled water,rolls/buns,root vegetables,napkins,,,,,,,,,,,,,,,,,,,,
beef,specialty cheese,pip fruit,dessert,whole milk,root vegetables,misc. beverages,butter milk,red/blush wine,yogurt,,,,,,,,,,,,,,,,
frankfurter,margarine,soda,rolls/buns,seasonal products,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,hamburger meat,pastry,citrus fruit,bottled beer,onions,whole milk,specialty bar,pip fruit,specialty chocolate,cream cheese ,soda,liquor (appetizer),yogurt,waffles,chocolate,dessert,cling film/bags,candy,sliced cheese,,,,,
other vegetables,canned beer,soda,UHT-milk,beef,pip fruit,red/blush wine,dessert,napkins,whole milk,salty snack,shopping bags,frozen vegetables,hygiene articles,,,,,,,,,,,,
tropical fruit,misc. beverages,canned fish,margarine,canned beer,other vegetables,sliced cheese,shopping bags,,,,,,,,,,,,,,,,,,
meat,soda,tropical fruit,whole milk,beef,house keeping products,other vegetables,bottled water,curd,flour,sliced cheese,yogurt,candy,,,,,,,,,,,,,
long life bakery product,onions,,,,,,,,,,,,,,,,,,,,,,,,
chicken,cream,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,rolls/buns,coffee,,,,,,,,,,,,,,,,,,,,,,,
berries,chicken,soft cheese,pork,grapes,citrus fruit,white bread,fruit/vegetable juice,onions,sugar,,,,,,,,,,,,,,,,
domestic eggs,specialty chocolate,sausage,bottled water,curd,other vegetables,whole milk,frozen meals,butter milk,hygiene articles,chocolate,rolls/buns,citrus fruit,ice cream,,,,,,,,,,,,
turkey,frozen meals,frankfurter,pork,tropical fruit,newspapers,tidbits,root vegetables,curd,rolls/buns,coffee,white wine,sauces,,,,,,,,,,,,,
prosecco,onions,,,,,,,,,,,,,,,,,,,,,,,,
pork,soda,chicken,long life bakery product,other vegetables,detergent,liquor (appetizer),sliced cheese,brown bread,bottled beer,popcorn,,,,,,,,,,,,,,,
citrus fruit,whole milk,hamburger meat,rolls/buns,pastry,tropical fruit,whipped/sour cream,soda,,,,,,,,,,,,,,,,,,
ham,citrus fruit,frozen vegetables,rolls/buns,herbs,canned beer,pudding powder,,,,,,,,,,,,,,,,,,,
frankfurter,rolls/buns,onions,dog food,cream cheese ,pip fruit,coffee,pastry,,,,,,,,,,,,,,,,,,
pork,root vegetables,hamburger meat,frankfurter,coffee,curd,cake bar,soda,,,,,,,,,,,,,,,,,,
bottled beer,cat food,root vegetables,tropical fruit,other vegetables,rolls/buns,onions,whole milk,tidbits,butter,napkins,photo/film,,,,,,,,,,,,,,
frankfurter,pork,sausage,specialty bar,hamburger meat,curd,whole milk,domestic eggs,rolls/buns,rice,beef,sweet spreads,napkins,dishes,fruit/vegetable juice,,,,,,,,,,,
butter,other vegetables,canned beer,whole milk,pastry,newspapers,dessert,packaged fruit/vegetables,processed cheese,flour,meat spreads,,,,,,,,,,,,,,,
hamburger meat,curd,citrus fruit,bottled water,butter,dessert,other vegetables,pastry,butter milk,soda,newspapers,salt,,,,,,,,,,,,,,
yogurt,white bread,,,,,,,,,,,,,,,,,,,,,,,,
soda,red/blush wine,root vegetables,butter milk,,,,,,,,,,,,,,,,,,,,,,
salty snack,citrus fruit,hamburger meat,rolls/buns,whole milk,bottled beer,frozen vegetables,cream cheese ,newspapers,flower (seeds),white bread,curd,napkins,,,,,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,
soda,whipped/sour cream,candy,tropical fruit,domestic eggs,curd,long life bakery product,,,,,,,,,,,,,,,,,,,
herbs,pip fruit,sausage,brown bread,candy,whole milk,soda,root vegetables,canned beer,pot plants,frozen dessert,,,,,,,,,,,,,,,
other vegetables,root vegetables,margarine,beverages,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,
sausage,tropical fruit,soda,bottled beer,pastry,yogurt,,,,,,,,,,,,,,,,,,,,
other vegetables,soda,beef,shopping bags,pork,yogurt,,,,,,,,,,,,,,,,,,,,
yogurt,berries,whole milk,sausage,grapes,pork,sugar,other vegetables,dental care,butter,coffee,chewing gum,rolls/buns,seasonal products,newspapers,cling film/bags,curd cheese,canned vegetables,,,,,,,,
berries,pork,rolls/buns,bottled water,whole milk,brown bread,yogurt,hard cheese,waffles,,,,,,,,,,,,,,,,,
berries,hamburger meat,other vegetables,curd,sausage,sliced cheese,whole milk,yogurt,pork,bottled water,canned vegetables,,,,,,,,,,,,,,,
other vegetables,semi-finished bread,herbs,whole milk,mustard,,,,,,,,,,,,,,,,,,,,,
sugar,yogurt,shopping bags,hygiene articles,,,,,,,,,,,,,,,,,,,,,,
chocolate,cream cheese ,whipped/sour cream,other vegetables,pet care,sausage,soda,root vegetables,flower soil/fertilizer,fruit/vegetable juice,pip fruit,rolls/buns,meat,long life bakery product,misc. beverages,shopping bags,processed cheese,pastry,,,,,,,,
sausage,tropical fruit,frankfurter,meat,cream cheese ,other vegetables,hard cheese,chocolate,soda,bottled water,processed cheese,cooking chocolate,flour,roll products ,instant coffee,,,,,,,,,,,
frankfurter,berries,bottled water,pastry,citrus fruit,tropical fruit,soda,margarine,whipped/sour cream,seasonal products,cake bar,napkins,butter,bottled beer,,,,,,,,,,,,
bottled beer,root vegetables,whole milk,domestic eggs,beef,citrus fruit,specialty chocolate,other vegetables,dessert,flour,whisky,bottled water,soft cheese,,,,,,,,,,,,,
yogurt,whole milk,tropical fruit,frozen fish,chocolate,bottled beer,other vegetables,pastry,domestic eggs,,,,,,,,,,,,,,,,,
frankfurter,citrus fruit,canned beer,pork,sausage,whole milk,newspapers,liquor (appetizer),beverages,whipped/sour cream,waffles,root vegetables,margarine,pickled vegetables,pastry,red/blush wine,sugar,,,,,,,,,
soda,meat,citrus fruit,pip fruit,dish cleaner,ham,whole milk,processed cheese,root vegetables,grapes,frozen vegetables,ketchup,canned beer,,,,,,,,,,,,,
fruit/vegetable juice,meat,citrus fruit,bottled beer,whole milk,root vegetables,rolls/buns,soda,candy,shopping bags,brandy,frozen meals,,,,,,,,,,,,,,
chicken,flower (seeds),bottled water,margarine,sliced cheese,Instant food products,coffee,soups,,,,,,,,,,,,,,,,,,
curd,sausage,cream cheese ,butter,misc. beverages,yogurt,whole milk,pip fruit,pastry,,,,,,,,,,,,,,,,,
sausage,whole milk,curd,domestic eggs,popcorn,fruit/vegetable juice,canned fruit,yogurt,other vegetables,soda,,,,,,,,,,,,,,,,
sausage,pip fruit,citrus fruit,chicken,pastry,frozen vegetables,chocolate,canned beer,white bread,shopping bags,brown bread,sugar,,,,,,,,,,,,,,
ham,root vegetables,pet care,frozen meals,frozen vegetables,photo/film,rolls/buns,butter,brown bread,,,,,,,,,,,,,,,,,
rolls/buns,whole milk,frozen vegetables,yogurt,chicken,butter,napkins,shopping bags,liquor (appetizer),,,,,,,,,,,,,,,,,
grapes,herbs,meat,rolls/buns,soda,frozen potato products,tropical fruit,yogurt,candles,,,,,,,,,,,,,,,,,
soda,other vegetables,citrus fruit,beef,finished products,coffee,yogurt,semi-finished bread,softener,rolls/buns,canned fish,misc. beverages,whole milk,sliced cheese,,,,,,,,,,,,
sausage,turkey,canned beer,fish,whole milk,shopping bags,yogurt,,,,,,,,,,,,,,,,,,,
beef,bottled beer,berries,soda,newspapers,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,fruit/vegetable juice,salt,specialty bar,chocolate,domestic eggs,cat food,canned beer,coffee,,,,,,,,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,long life bakery product,bottled water,,,,,,,,,,,,,,,,,,,,,,,
waffles,chicken,citrus fruit,whole milk,other vegetables,margarine,hard cheese,soft cheese,,,,,,,,,,,,,,,,,,
hamburger meat,chicken,bottled beer,cream cheese ,citrus fruit,pork,whole milk,pet care,packaged fruit/vegetables,napkins,condensed milk,specialty chocolate,other vegetables,,,,,,,,,,,,,
whole milk,chicken,cream cheese ,yogurt,soda,oil,bottled beer,curd,rolls/buns,canned beer,canned vegetables,spices,brown bread,domestic eggs,chewing gum,shopping bags,seasonal products,cereals,bottled water,,,,,,,
bottled water,frankfurter,root vegetables,rolls/buns,white bread,butter milk,,,,,,,,,,,,,,,,,,,,
frankfurter,packaged fruit/vegetables,butter,whipped/sour cream,light bulbs,pork,house keeping products,whole milk,newspapers,frozen vegetables,mustard,napkins,,,,,,,,,,,,,,
frankfurter,tropical fruit,pip fruit,curd,cookware,packaged fruit/vegetables,whole milk,cake bar,pastry,oil,dessert,pot plants,,,,,,,,,,,,,,
female sanitary products,pastry,beef,curd,whipped/sour cream,frozen vegetables,butter,domestic eggs,,,,,,,,,,,,,,,,,,
herbs,pork,soda,hamburger meat,whole milk,pip fruit,yogurt,pasta,,,,,,,,,,,,,,,,,,
soda,seasonal products,butter,ice cream,yogurt,frozen meals,,,,,,,,,,,,,,,,,,,,
frankfurter,candy,domestic eggs,soda,processed cheese,roll products ,,,,,,,,,,,,,,,,,,,,
sausage,frankfurter,bottled water,domestic eggs,mayonnaise,soda,chocolate,,,,,,,,,,,,,,,,,,,
frankfurter,whole milk,sausage,citrus fruit,tropical fruit,root vegetables,onions,packaged fruit/vegetables,brown bread,oil,misc. beverages,,,,,,,,,,,,,,,
soups,tropical fruit,other vegetables,whole milk,bottled water,hygiene articles,brandy,waffles,domestic eggs,newspapers,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,
sparkling wine,other vegetables,bottled beer,tropical fruit,coffee,canned beer,dish cleaner,rolls/buns,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,frankfurter,waffles,chicken,chewing gum,soft cheese,white bread,domestic eggs,whipped/sour cream,dish cleaner,specialty fat,bathroom cleaner,,,,,,,,,,,,,
other vegetables,grapes,yogurt,butter milk,brown bread,whipped/sour cream,candy,soft cheese,,,,,,,,,,,,,,,,,,
meat,beef,semi-finished bread,frankfurter,whole milk,other vegetables,oil,frozen vegetables,brown bread,long life bakery product,instant coffee,hygiene articles,,,,,,,,,,,,,,
berries,hamburger meat,sliced cheese,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,berries,pastry,tropical fruit,seasonal products,misc. beverages,hygiene articles,soda,long life bakery product,dish cleaner,specialty bar,domestic eggs,yogurt,fruit/vegetable juice,coffee,bottled water,,,,,,,,,
other vegetables,rolls/buns,dog food,frankfurter,whole milk,sausage,root vegetables,soft cheese,chicken,bottled water,mayonnaise,white bread,instant coffee,yogurt,newspapers,processed cheese,pickled vegetables,coffee,frozen dessert,,,,,,,
rolls/buns,zwieback,misc. beverages,frankfurter,whole milk,frozen vegetables,waffles,napkins,yogurt,bottled beer,salty snack,,,,,,,,,,,,,,,
sausage,hamburger meat,tropical fruit,chewing gum,bottled water,bottled beer,root vegetables,other vegetables,soft cheese,whipped/sour cream,rolls/buns,whole milk,soda,,,,,,,,,,,,,
citrus fruit,beef,pork,chicken,shopping bags,rolls/buns,other vegetables,pastry,curd,yogurt,,,,,,,,,,,,,,,,
pork,yogurt,shopping bags,pet care,,,,,,,,,,,,,,,,,,,,,,
soda,whipped/sour cream,tropical fruit,pork,yogurt,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,
soda,other vegetables,curd,shopping bags,sugar,red/blush wine,canned beer,,,,,,,,,,,,,,,,,,,
shopping bags,whipped/sour cream,coffee,hygiene articles,soda,rolls/buns,,,,,,,,,,,,,,,,,,,,
long life bakery product,bottled water,processed cheese,curd,coffee,salty snack,pot plants,soda,,,,,,,,,,,,,,,,,,
tropical fruit,organic products,candles,soda,,,,,,,,,,,,,,,,,,,,,,
beef,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,margarine,white wine,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,citrus fruit,frozen meals,shopping bags,white bread,margarine,pastry,,,,,,,,,,,,,,,,,,,
pork,frankfurter,bottled water,tropical fruit,frozen fish,ice cream,waffles,napkins,frozen potato products,fruit/vegetable juice,rolls/buns,,,,,,,,,,,,,,,
canned beer,pastry,tropical fruit,UHT-milk,,,,,,,,,,,,,,,,,,,,,,
ham,canned beer,citrus fruit,whole milk,napkins,other vegetables,,,,,,,,,,,,,,,,,,,,
UHT-milk,yogurt,flour,frozen meals,tropical fruit,rolls/buns,chocolate,,,,,,,,,,,,,,,,,,,
coffee,sausage,frozen dessert,whole milk,other vegetables,shopping bags,specialty bar,herbs,sliced cheese,fruit/vegetable juice,red/blush wine,brown bread,,,,,,,,,,,,,,
bottled water,brown bread,chicken,soda,frankfurter,berries,UHT-milk,tropical fruit,ice cream,rolls/buns,whole milk,shopping bags,beverages,red/blush wine,fruit/vegetable juice,,,,,,,,,,,
specialty fat,whole milk,other vegetables,brown bread,condensed milk,hamburger meat,pip fruit,margarine,chocolate,newspapers,fruit/vegetable juice,,,,,,,,,,,,,,,
ham,grapes,whole milk,meat,pip fruit,roll products ,canned fish,other vegetables,domestic eggs,canned beer,packaged fruit/vegetables,brown bread,,,,,,,,,,,,,,
margarine,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,tropical fruit,other vegetables,sausage,shopping bags,cereals,pork,chicken,long life bakery product,pip fruit,candy,specialty fat,salty snack,bottled water,root vegetables,napkins,house keeping products,,,,,,,,,
frankfurter,ham,chocolate,rolls/buns,root vegetables,citrus fruit,pip fruit,whole milk,tropical fruit,bottled beer,ice cream,bottled water,chewing gum,specialty fat,whipped/sour cream,sugar,red/blush wine,,,,,,,,,
rolls/buns,frankfurter,nuts/prunes,pastry,root vegetables,pip fruit,fruit/vegetable juice,mayonnaise,,,,,,,,,,,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,
brown bread,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,beef,domestic eggs,soda,hard cheese,citrus fruit,fruit/vegetable juice,newspapers,butter,roll products ,margarine,Instant food products,yogurt,napkins,specialty bar,misc. beverages,oil,,,,,,,,,
turkey,chicken,yogurt,newspapers,domestic eggs,shopping bags,cake bar,,,,,,,,,,,,,,,,,,,
pip fruit,sausage,frankfurter,pork,other vegetables,white wine,long life bakery product,fruit/vegetable juice,flour,hygiene articles,,,,,,,,,,,,,,,,
organic sausage,yogurt,whole milk,bottled water,pastry,domestic eggs,waffles,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,
decalcifier,beef,packaged fruit/vegetables,grapes,hair spray,white wine,,,,,,,,,,,,,,,,,,,,
bottled water,whole milk,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,coffee,tropical fruit,cream cheese ,whole milk,shopping bags,mustard,,,,,,,,,,,,,,,,,,,
rolls/buns,whole milk,cream cheese ,tropical fruit,grapes,white bread,shopping bags,bottled water,newspapers,fruit/vegetable juice,,,,,,,,,,,,,,,,
